,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138
494,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,6,6,7,6,6,6,5,5,5,6,6,6,7,7,7,8,8,8,8,7,6,6,6,7,6,6,7,6,6,6,6,9,6,1,3,10,11,9,8,7,8,7,6,6,5,6,7,6,6,7,8,7,4,6,9,10,4,0,2,9,13,11,1,6,10,5,5,7,7,6,6,6,7,9,7,0,0,3,13,13,13,10,7,3,3,6,5,7,8,7,5,6,3,8,10,7,4,3,4,7,9,12,10,2,3,7,9,9,8,7,6,7,7,4,4,8,9,10,7,4,5,3,3,6
495,6,6,6,7,6,7,7,7,7,6,7,6,7,7,7,7,6,6,6,6,6,6,6,5,6,7,7,7,8,8,6,4,5,3,1,9,13,13,12,7,4,4,5,6,7,8,7,6,4,2,7,10,9,7,5,6,6,5,5,6,6,7,8,7,8,9,8,7,5,5,5,5,6,8,7,4,8,11,1,0,9,13,13,10,1,3,4,2,2,2,5,10,9,7,9,11,10,11,13,7,0,1,5,9,12,9,5,4,5,5,6,7,6,7,6,4,2,4,12,13,5,0,1,6,11,10,13,12,0,0,3,11,13,12,10,5,2,4,5
496,6,6,6,5,6,7,7,7,10,11,9,10,8,5,2,1,1,2,5,7,7,8,7,7,8,7,7,7,7,7,7,9,7,8,9,8,7,8,7,5,6,7,6,7,8,6,4,9,7,3,8,8,6,10,6,5,6,7,4,4,6,4,4,6,8,8,7,9,8,6,6,5,5,6,3,3,8,9,8,8,9,8,7,8,7,6,6,6,5,6,10,8,6,6,1,1,7,4,4,11,11,6,6,8,7,7,9,5,4,7,6,5,5,6,5,5,8,7,8,12,9,6,8,7,5,6,7,4,5,7,6,4,8,6,6,5,8,4,11
497,4,4,5,8,7,6,8,7,7,7,6,6,7,7,7,7,7,6,7,5,5,5,4,5,6,6,7,9,9,7,8,6,6,8,5,6,6,6,7,7,7,8,10,8,7,8,8,5,6,7,3,4,6,5,5,7,8,6,4,8,6,5,8,8,7,8,9,5,4,9,3,0,5,10,9,8,10,8,6,8,7,5,5,9,6,3,10,9,7,7,7,4,5,7,6,6,7,7,8,8,9,8,5,2,4,10,5,2,9,2,1,8,12,7,7,10,8,6,8,8,6,7,6,2,3,8,6,4,5,5,4,13,12,0,5,12,6,9,8
498,7,8,9,8,7,8,7,7,6,5,5,5,5,6,6,6,6,6,6,6,7,7,6,8,9,6,9,12,7,6,8,4,3,6,6,6,7,7,7,10,6,4,7,8,4,4,8,8,7,6,7,6,6,11,8,3,8,8,4,6,5,3,6,8,6,6,9,6,6,12,9,2,8,8,2,5,7,5,5,6,7,9,9,7,6,4,4,7,7,7,8,9,6,9,12,6,5,6,6,6,7,8,6,5,10,8,1,5,6,0,1,11,6,4,8,6,3,6,9,8,7,8,5,7,7,9,11,6,9,11,5,0,2,7,9,5,5,10,5
499,6,6,6,6,6,6,7,8,8,7,8,8,7,7,7,7,7,7,6,7,3,2,7,9,6,6,6,7,7,8,8,7,8,7,8,6,3,5,2,5,10,4,6,9,6,6,6,9,7,8,5,0,11,12,5,9,8,2,7,9,2,1,5,5,4,7,9,6,8,11,4,5,11,10,5,8,10,4,2,6,7,6,3,6,7,8,9,7,7,8,9,5,8,10,7,8,10,7,5,5,5,4,6,6,6,7,7,9,11,9,5,9,10,4,5,7,7,5,6,7,5,5,7,4,3,3,11,10,0,0,6,10,12,12,7,6,6,3,5
500,2,0,10,12,8,7,7,7,6,5,7,7,6,7,6,7,7,4,2,1,4,8,9,9,7,8,8,7,8,7,6,9,10,7,7,9,8,7,6,7,7,7,7,5,5,8,9,9,7,6,8,9,8,5,2,3,7,8,8,7,7,11,12,11,10,8,5,6,4,1,5,9,6,4,7,6,7,8,10,9,0,0,11,10,10,9,8,10,6,3,6,9,6,5,8,7,4,4,7,4,4,6,5,3,8,10,7,8,11,9,7,6,2,0,2,7,1,4,11,4,2,12,12,2,9,12,7,8,11,5,2,8,9,6,7,6,4,4,6
501,5,6,9,9,7,7,8,6,7,7,7,8,7,7,7,6,6,5,5,6,7,7,7,8,7,4,9,10,5,5,8,6,6,6,6,8,7,7,7,7,7,7,6,3,5,7,9,13,10,0,0,2,6,11,12,2,2,13,9,4,8,10,9,4,4,5,7,10,10,7,7,7,5,6,6,8,10,3,3,11,12,9,8,9,4,5,4,1,1,6,9,9,9,7,7,9,7,8,6,6,6,6,7,7,5,3,6,0,0,2,5,5,11,11,8,11,11,7,9,10,6,6,11,6,3,7,5,4,5,7,6,6,8,2,5,9,6,9,10
502,6,7,6,6,5,6,7,7,8,9,7,7,7,7,8,5,6,7,6,6,7,7,7,6,7,8,9,9,8,7,8,7,7,6,5,5,6,7,6,5,7,7,7,9,9,6,7,9,7,4,3,5,3,8,8,2,7,11,4,8,11,7,7,8,11,10,7,8,6,4,3,4,3,1,2,6,7,7,7,8,7,7,7,6,7,7,7,3,9,13,12,12,12,6,0,1,1,0,7,6,6,11,8,7,5,8,6,9,9,5,7,7,7,4,5,8,4,5,6,4,1,8,12,6,4,12,9,5,10,11,5,2,6,5,2,4,5,2,8
503,4,4,6,6,5,6,6,7,10,11,10,10,10,9,7,7,6,6,6,7,7,6,1,1,8,10,5,5,8,4,7,12,13,8,6,6,5,6,5,5,6,5,5,8,8,5,13,13,0,0,6,4,11,5,0,4,8,10,7,4,8,10,11,7,7,5,3,5,7,8,6,6,4,6,5,3,5,5,9,8,5,10,10,7,9,9,7,5,7,5,4,6,8,6,5,7,7,6,7,8,9,6,7,8,8,8,8,9,7,6,8,5,6,6,4,5,6,5,7,7,8,8,10,6,6,4,4,8,4,4,6,4,5,8,4,2,8,8,2
504,6,7,7,7,8,7,7,8,7,5,6,6,6,6,6,6,7,7,7,7,7,7,7,6,7,7,6,7,7,6,6,6,6,5,6,6,6,8,7,6,7,7,7,7,7,6,6,7,9,9,1,0,0,13,13,9,5,7,6,5,7,7,5,7,7,5,5,6,5,6,10,9,6,7,7,6,7,7,5,5,6,6,5,8,8,6,6,8,9,10,13,13,12,0,0,0,2,6,8,9,7,3,6,7,8,10,9,6,2,3,10,10,5,5,7,7,6,5,7,7,6,6,7,6,6,7,6,6,6,5,4,6,10,6,1,5,10,8,9
505,6,6,6,7,6,6,6,7,8,9,9,7,7,6,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,7,7,8,7,6,7,7,6,6,6,5,6,9,8,2,4,8,8,9,9,5,3,1,3,6,7,10,11,8,7,7,7,6,6,7,6,7,6,7,7,5,4,6,7,7,9,8,2,4,10,12,11,10,9,7,4,2,3,13,13,1,0,0,8,12,12,4,1,6,10,12,7,2,3,11,12,9,6,5,4,5,6,8,9,8,6,6,6,7,7,6,5,6,7,7,6,8,12,8,1,3,6,5,6,6,4,6,7,7,7
506,7,9,7,7,7,5,6,6,6,6,6,6,6,6,7,7,6,6,8,7,6,7,8,6,6,6,5,4,5,5,6,6,7,7,8,10,6,6,9,7,5,7,7,7,7,6,6,10,7,1,2,4,6,7,6,7,9,10,8,8,8,5,7,7,6,7,7,7,7,6,6,6,5,5,6,3,3,7,9,7,6,9,7,5,3,4,8,8,5,5,9,9,6,3,2,6,10,12,11,2,0,3,13,13,9,12,10,4,5,6,7,7,8,7,4,3,6,7,6,8,10,5,6,7,3,13,7,0,5,12,12,8,6,6,7,7,6,5,6
507,7,7,7,7,7,6,7,6,6,7,6,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,5,4,5,8,8,7,7,7,6,6,6,6,6,7,7,7,6,7,8,6,5,6,7,8,8,7,8,7,6,7,7,7,7,8,7,6,7,6,5,10,7,1,8,12,9,6,9,7,5,8,8,2,2,6,5,5,7,8,7,7,9,7,2,5,8,10,8,5,10,13,8,0,0,10,12,9,6,9,7,7,8,6,7,6,6,5,6,6,5,8,9,6,8,13,11,0,0,2,6,8,6,6,8,8,6,7,7,6,6,7
508,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,7,7,7,7,8,6,7,10,8,3,5,7,7,8,3,1,7,10,9,9,7,4,1,1,12,13,10,8,5,4,5,7,5,6,7,5,4,9,9,2,3,10,11,10,8,5,7,7,6,7,7,6,9,12,10,0,0,5,12,10,9,11,5,1,4,6,8,9,1,1,7,11,10,8,8,8,7,9,7,6,5,5,4,5,5,5,13,11,0,3,9,10,8,6,7,6,6,7,7,7,7,7,5,6,8,6,4,6,7,8
509,7,7,7,7,6,6,6,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,6,7,7,6,7,6,6,7,6,5,6,7,7,8,8,6,6,5,5,6,7,7,7,6,6,6,7,7,7,6,6,6,7,7,7,7,7,7,7,6,6,7,7,4,5,7,7,7,7,7,6,6,7,7,8,13,13,9,0,0,0,0,0,13,13,13,13,13,13,7,0,9,13,11,7,3,2,2,2,3,5,6,6,5,5,5,6,8,8,7,6,6,7,5,4,7,8,8,6,5,6,7,8,8,7
510,6,7,6,7,7,7,6,7,7,6,7,7,6,6,6,6,6,7,7,6,6,6,6,6,6,7,6,6,7,7,7,7,6,6,7,7,7,8,8,5,2,3,7,9,9,7,5,9,9,0,2,6,9,9,7,6,7,6,6,7,7,7,7,6,6,7,8,5,7,7,3,6,8,8,7,6,9,9,1,3,9,7,7,7,8,6,5,6,6,9,13,7,0,0,13,13,11,7,6,5,6,6,7,7,6,5,4,5,6,7,8,5,8,13,11,1,0,0,0,0,13,13,13,12,11,9,8,6,5,5,5,5,6,7,7,6,7,7,7
511,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,6,6,6,6,6,6,7,6,4,5,7,10,9,6,11,5,0,7,9,9,7,5,6,8,7,6,5,4,6,6,6,9,5,2,8,10,8,6,5,6,8,2,5,11,10,9,9,9,6,3,5,7,7,12,12,0,0,11,13,13,9,6,5,4,6,8,4,5,4,2,3,6,6,6,6,7,8,7,4,4,9,10,9,8,8,6,6,7,8,9,8,8,7,6,10,6,2,6,8,8,8,7,6,6,6,6
512,7,7,6,6,6,6,6,6,6,6,7,7,7,7,7,6,7,8,6,7,7,6,6,7,6,6,7,6,6,7,7,7,7,8,7,7,8,6,5,9,12,10,5,3,2,6,9,11,8,3,2,3,7,9,7,6,6,8,7,6,7,7,8,7,8,10,9,1,0,0,2,10,12,12,12,5,1,4,11,8,8,11,0,0,12,12,7,3,6,10,6,3,5,7,10,11,8,2,4,9,9,9,8,5,4,6,6,7,6,4,4,4,7,9,7,5,7,9,6,12,13,0,0,7,10,11,9,8,6,5,5,7,6,7,8,6,6,7,6
513,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,6,7,6,6,6,6,7,6,6,6,7,6,6,6,6,7,7,7,7,8,8,7,5,4,6,8,7,7,7,7,4,3,5,7,8,8,7,7,8,7,6,7,7,6,6,6,7,6,4,7,9,8,5,3,6,10,9,7,5,4,5,7,9,10,11,9,4,5,8,11,6,0,0,0,13,13,13,13,12,8,4,4,7,9,9,9,7,6,5,5,5,6,5,6,6,6,6,7,6,7,6,6,6,9,9,3,3,8,9,8,7,6,5,5,7,7,6,6,6
514,7,8,5,5,6,5,6,6,6,7,6,7,9,8,7,9,8,5,8,8,6,6,7,6,5,6,5,6,6,7,8,7,8,7,6,7,8,7,6,6,7,7,7,6,6,7,6,7,7,4,6,9,8,8,9,6,6,6,6,6,6,7,5,6,8,5,5,8,7,4,6,11,4,4,10,8,6,7,9,3,3,7,7,6,7,9,7,7,7,6,9,11,9,9,7,7,6,6,8,9,5,1,13,13,0,0,2,9,9,6,4,6,7,8,8,6,8,10,5,0,0,4,9,10,12,13,12,13,13,4,0,0,0,3,4,4,7,8,7
515,6,7,6,6,7,7,6,6,7,6,6,7,7,7,7,7,7,7,7,6,6,6,6,6,7,7,8,8,7,7,8,7,7,7,6,6,6,6,8,9,5,5,6,3,6,11,9,12,6,0,0,3,9,8,7,9,11,9,5,5,6,6,5,6,7,10,9,4,10,11,5,9,11,7,8,6,7,4,5,3,2,13,11,0,0,6,8,8,9,8,6,11,9,2,5,9,4,5,12,8,1,1,5,6,8,10,8,8,7,7,8,6,7,7,5,6,7,7,7,8,7,7,8,6,7,7,6,8,7,6,7,7,6,6,6,6,6,7,7
516,9,6,5,4,5,6,7,7,7,7,7,7,6,6,6,6,7,7,8,8,7,7,6,6,6,6,7,6,6,7,7,8,8,7,7,7,7,4,4,8,11,8,1,0,1,13,13,12,5,0,0,5,12,12,6,6,10,10,7,6,5,4,0,0,3,13,13,7,1,2,11,13,12,0,0,1,9,13,10,3,2,3,8,11,8,4,4,9,13,11,2,0,1,8,12,9,2,2,6,9,10,6,3,5,8,8,8,6,5,5,7,10,11,2,2,5,6,8,10,11,9,8,6,6,6,5,5,6,6,7,6,6,7,8,5,4,9,10,8
517,6,6,6,6,7,7,6,5,7,8,7,7,6,6,7,7,7,6,7,7,7,6,6,7,6,6,7,7,7,7,7,7,7,4,1,10,13,11,0,0,3,12,10,2,3,8,11,11,13,12,0,0,8,13,13,13,9,4,4,6,4,3,5,4,2,5,9,10,10,9,7,4,3,7,11,11,6,0,0,7,11,10,8,6,6,6,6,6,6,8,10,10,5,3,6,8,7,6,5,6,8,8,7,5,5,6,10,9,1,2,9,10,9,6,5,7,7,8,6,5,6,8,7,5,7,7,6,9,8,7,5,4,7,8,7,6,6,6,7
518,8,6,7,9,6,5,6,7,7,6,6,6,7,7,5,4,6,7,8,6,6,7,8,8,7,6,6,6,7,7,6,6,6,6,6,6,6,4,6,13,13,0,0,4,13,12,5,9,0,0,4,3,5,10,11,12,11,10,9,8,4,1,2,7,11,9,5,8,9,8,6,7,8,4,4,5,6,7,11,8,3,4,8,7,6,5,7,6,8,6,5,8,12,5,0,4,7,6,7,7,6,5,6,8,9,11,9,3,5,6,7,11,7,3,4,5,5,6,6,6,7,7,6,6,7,6,4,6,7,7,7,7,6,6,8,8,7,8,7
519,6,6,7,7,6,6,6,7,7,7,7,6,7,7,6,6,6,6,6,7,7,6,6,6,7,7,7,6,6,6,7,9,10,6,5,6,9,9,4,2,3,5,8,11,10,6,8,7,1,0,4,6,4,8,11,10,7,4,4,10,12,8,1,1,5,11,12,6,2,0,1,13,12,2,1,8,13,11,3,0,2,13,13,0,0,3,12,13,13,4,1,2,7,9,10,7,4,2,5,9,4,4,9,8,6,7,7,5,6,7,5,6,11,12,6,1,3,7,7,6,6,6,7,6,6,6,9,11,10,8,6,5,6,6,6,7,7,7,7
520,7,7,6,7,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,7,7,6,7,6,6,6,7,7,6,7,7,7,6,6,6,6,7,7,5,8,5,7,6,6,7,7,7,6,8,8,5,3,5,2,1,9,13,12,4,6,7,9,2,6,6,7,7,5,6,4,8,8,6,4,7,9,5,4,8,8,5,6,7,6,7,7,6,7,7,6,6,6,7,7,6,6,7,6,7,7,7,7,6
521,7,7,7,7,6,6,7,6,6,6,6,7,6,7,6,7,6,7,7,7,6,7,6,7,6,7,6,7,7,7,7,6,6,7,6,7,6,9,7,5,7,6,7,7,7,5,8,8,7,6,5,5,6,6,6,6,7,6,7,7,7,5,8,5,8,8,6,6,5,8,9,10,1,8,6,7,10,2,9,4,10,3,9,4,6,8,5,6,6,8,5,8,4,9,7,4,9,7,6,7,7,6,6,8,5,7,6,6,7,6,7,7,6,7,7,6,6,7,7,6,7,6,6,6,6,6,6,6,7,6,6,6,7,6,7,6,6,7,7
522,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,6,7,7,6,7,6,7,7,7,6,7,6,7,7,7,7,6,6,7,6,7,6,7,6,7,7,6,6,6,6,6,6,6,7,6,6,6,6,7,6,7,6,6,7,5,7,7,6,6,8,6,4,8,6,6,6,6,6,6,6,7,7,7,8,5,8,5,7,7,6,6,7,6,6,7,6,7,6,8,6,7,7,7,7,6,6,6,7,6,7,7,7,6,7,7,6,6,7,7,6,6,6,6,7,7,7,7,7,7,7,7
523,7,7,6,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,6,7,6,7,6,6,7,7,7,7,6,7,6,7,7,6,7,7,7,7,6,7,7,6,7,7,7,6,7,6,6,7,7,6,6,6,6,6,7,6,6,7,6,6,7,7,7,5,7,5,7,6,5,6,7,6,5,7,6,7,6,7,7,7,7,6,7,6,7,7,7,7,6,8,7,6,7,7,6,7,7,6,5,6,8,7,8,5,7,6,8,7,6,7,6,6,6,7,7,7,6,7,7,7,7,6,7,6,6,7
524,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,6,8,6,4,6,6,6,6,7,6,6,6,7,6,6,6,7,7,7,6,6,6,7,9,7,3,6,9,7,6,6,7,7,7,7,7,8,6,7,6,5,6,5,5,6,6,5,6,6,7,6,7,6,7,6,5,5,9,8,4,7,7,6,6,3,11,12,1,5,11,6,8,8,4,7,7,6,6,7,8,8,5,6,8,7,8,7,6
525,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,5,7,5,5,8,6,8,7,7,6,6,9,9,5,3,9,9,6,7,8,7,10,10,4,2,6,8,6,6,5,7,6,6,7,7,7,7,7,6,6,5,6,6,6,6,6,6,6,6,6,7,6,5,6,6,6,5,5,6,7,7,6,6,6,6,6,6,7,8,6,6,8,7,8,7,6,7,6,5,7,5,5,7,6,5
526,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,8,7,6,7,6,8,8,5,7,8,6,7,8,7,8,7,6,6,6,7,8,6,4,2,4,11,12,5,2,0,3,13,13,13,13,8,2,6,8,6,4,1,0,0,0,0,2,4,8,8,7,6,8,9,8,8,8,7,5,7,8,7,6,6,6,7,5,6,6,6,6,6,6,7,7,7,6,7,7,7,8,6,7,7,6,8,5,7,7,6,7,6,7,6,7,7,7,6,6,7,7,6,7,7,6,7,7,7,7,7,7,6,7,6,6,7,6
527,7,7,6,7,6,7,7,7,7,7,6,7,6,7,7,6,7,6,7,7,6,7,6,6,7,6,7,7,6,7,6,6,7,7,8,9,3,8,10,5,6,7,7,6,7,7,6,7,7,7,7,4,7,7,5,8,6,5,7,7,6,6,7,6,6,6,8,4,8,6,6,8,6,7,5,8,8,7,6,6,7,6,7,5,8,6,6,7,7,5,6,6,6,5,6,6,5,6,6,5,7,6,6,6,6,7,7,7,7,7,7,6,7,7,7,6,7,7,6,6,7,6,6,7,8,7,5,7,8,6,6,7,6,6,6,7,6,6,7
528,7,6,6,11,4,6,10,6,8,6,6,6,5,9,7,4,7,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,7,6,6,8,8,5,6,8,5,5,7,7,3,9,6,6,6,8,11,2,6,11,2,9,6,5,10,5,8,6,7,7,8,6,4,9,9,4,4,8,8,6,6,6,5,5,7,7,6,6,7,7,9,5,5,8,7,5,6,7,6,5,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,7,7,7,6,6
529,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,4,0,0,1,2,7,5,13,12,9,12,3,4,6,5,8,6,7,5,8,8,6,13,2,0,13,9,10,3,5,12,3,8,10,4,7,8,4,5,10,8,3,7,8,4,3,6,9,6,4,8,8,6,7,9,6,3,8,7,4,6,6,6,6,6,7,3,8,8,6,6,7,8,6,5,8,7,4,6,7,7,6,6,6,7,7,6,7,6,7,7,5
530,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,6,6,8,6,3,3,5,7,5,8,7,5,7,6,6,5,8,7,7,6,6,6,4,8,7,4,5,7,6,6,7,7,5,7,7,6,7,7,6,6,6,7,7,6,6,7,7,6,6,7,7,7,6,6,6,6,6,5,5,6,5,6,6,6,6,6,5,5,6,7,7,6,7,8,9,10,10,9,7,7,6,6,6,6,6,6,6,6,7,6,7,6,6,7,7,7,7,6
531,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,8,7,8,8,6,7,6,6,7,8,8,6,6,7,8,8,4,8,7,7,7,7,7,7,7,7,7,7,5,8,6,4,9,6,6,5,7,7,8,8,4,5,9,5,2,2,3,6,9,7,6,5,7,9,6,5,8,8,7,7,7,7,7,7,7,7,7,7,7,7,6,7,6,7,7,6,7,7,6,6,6,6,5,5,5,5,6,6,6,6,6,6,6,7,7,7,7,6,6,6,7,7,6,6,7,7,6,7,7,6,6,6,6,7,7,5,7,5
532,7,7,7,7,7,7,7,7,7,7,7,7,7,8,6,8,7,4,2,0,0,3,5,10,11,10,9,8,7,6,6,5,6,8,7,7,7,7,8,6,5,7,8,7,6,5,5,9,13,11,5,2,0,0,0,5,8,11,11,10,11,10,7,5,3,5,9,9,6,3,6,10,9,6,6,5,4,4,6,7,7,7,7,7,6,6,6,7,7,7,7,7,7,5,6,8,8,6,6,7,7,6,8,6,6,7,7,7,6,7,8,6,7,6,7,7,6,7,7,7,7,6,7,7,6,7,7,7,7,7,7,6,6,7,7,7,7,7,7
533,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,5,7,8,7,6,6,6,7,7,7,7,6,5,5,5,6,7,9,12,13,12,5,0,0,0,0,2,8,13,13,13,9,6,3,2,5,10,11,6,4,5,8,7,6,6,6,8,7,6,7,7,6,5,7,8,7,6,6,7,7,6,7,7,6,7,7,7,6,6,7,7,7,6,6,6,7,7,6,6,7,7,7,6,7,7,7,6,7,7,7,7,7,7,6,7,7,7,7,7,6,7,7,7,7,7,7,7,7,7,7,7
534,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,7,6,5,7,8,5,7,7,7,7,6,7,6,6,7,6,7,7,7,6,7,6,7,7,6,6,6,6,7,7,6,7,6,7,6,7,6,7,6,7,6,7,6,6,7,6,7,6,7,6,6,7,7,7,6,7,7,6,6,7,7,7,6,8,7,5,7,8,6,6,7,7,6,8,6,6,6,7,7,6,7,6,6,7,6,6,7,6,8,6,7,7
535,7,6,7,6,7,7,7,6,6,7,6,7,7,7,7,6,6,7,7,6,6,6,7,7,6,7,6,7,6,6,6,7,7,7,6,7,7,6,6,7,7,7,5,8,7,6,7,6,8,6,4,1,0,1,5,7,9,9,12,11,12,11,7,8,8,9,7,3,7,7,8,7,3,2,2,6,9,9,8,7,6,6,6,6,7,6,7,6,5,6,7,7,6,7,7,6,6,6,6,6,7,7,6,6,7,7,5,6,6,7,6,7,7,7,7,7,6,7,7,7,6,6,6,6,7,6,6,7,7,6,7,7,6,7,6,7,7,6,7
536,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,7,7,7,7,7,6,6,7,6,6,7,6,6,6,7,7,6,6,7,6,5,6,6,2,0,1,8,12,12,13,13,13,9,0,0,0,0,6,10,10,10,7,6,6,7,8,8,7,8,6,2,4,8,9,8,6,6,5,4,6,6,6,7,8,9,8,6,6,6,7,8,9,8,6,5,6,6,6,7,7,8,9,10,9,6,4,2,1,2,3,3,5,7,8,8,9,9,8,8,8,8,8,8,9,9,11,5,0,1,5,8,7,7,7,7,7,7,8,8,7,7,6,7
537,6,6,6,6,6,6,7,7,6,6,6,7,7,6,6,6,6,7,6,6,7,7,6,6,7,7,6,6,6,7,7,7,7,7,6,6,6,6,7,7,7,5,5,6,7,12,13,13,11,0,0,0,8,13,13,12,11,9,4,3,5,6,7,7,7,10,10,1,1,10,10,8,7,8,8,5,4,6,7,6,6,6,6,6,8,7,6,7,6,6,6,6,7,7,7,7,7,5,6,6,6,6,7,7,6,7,7,6,5,6,6,7,7,7,7,6,6,6,6,6,7,8,6,5,6,7,7,6,6,7,6,6,7,7,7,7,6,6,6
538,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,7,6,2,1,0,1,8,13,13,13,11,0,0,0,0,7,11,11,10,9,7,4,4,6,7,7,7,8,8,7,6,7,7,7,7,6,6,5,4,4,5,6,7,8,9,8,8,8,7,6,6,5,5,5,6,7,7,7,8,7,6,6,6,6,6,7,7,6,6,6,6,7,6,6,6,7,6,6,6,6,7,6,7,6,6,6,5,5,7,9,10,9,7,4,2,1,1,3,7,11,13,13
539,7,6,4,4,7,10,12,10,4,1,3,6,7,8,9,8,7,7,7,6,6,6,7,7,6,6,7,7,7,7,6,4,3,5,6,9,11,11,8,4,2,2,4,7,4,7,13,13,11,8,0,0,0,5,13,13,13,12,10,4,3,3,4,6,8,8,6,6,8,10,9,8,8,5,4,3,3,6,10,11,8,7,7,7,6,5,5,5,6,7,7,8,6,6,7,7,6,6,6,7,8,7,6,6,6,6,7,7,8,7,6,5,5,5,6,7,8,7,7,7,7,7,7,7,6,6,6,6,6,7,7,7,7,7,7,6,6,6,7
540,6,6,6,6,6,7,6,6,7,6,6,6,6,6,6,6,6,6,6,7,7,6,5,5,9,6,5,7,6,7,6,6,7,6,6,7,6,6,6,6,6,6,8,5,8,6,7,7,5,7,7,7,6,6,7,5,6,7,6,7,6,6,6,7,6,6,6,6,8,9,0,2,12,11,5,3,8,10,4,4,7,7,6,5,7,6,6,8,5,6,6,5,7,6,7,6,6,5,6,6,6,6,6,7,5,7,7,8,6,6,7,7,7,6,8,5,7,6,6,7,6,8,5,5,7,5,7,5,7,10,12,13,12,11,9,8,5,1,1
541,7,7,7,7,7,7,6,6,7,7,7,6,7,7,6,7,7,7,7,7,7,7,7,7,7,6,6,8,6,6,7,6,6,7,7,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,7,5,6,5,7,7,6,7,7,6,6,6,8,6,6,7,7,8,5,7,8,5,7,6,5,9,7,7,6,6,8,6,6,6,6,7,5,5,8,6,5,7,7,5,7,6,6,7,5,6,7,7,6,7,6,5,8,6,6,7,6,8,8,4,7,7,5,6,8,6,6,7,6,5,7,6,6,7,6,9,7,5,9,7,3,5,9
542,7,7,7,7,7,7,7,7,7,7,7,6,7,7,7,7,6,6,7,7,6,6,7,7,7,7,7,7,7,7,6,6,6,6,6,7,7,7,6,6,8,6,6,8,5,7,9,11,8,1,3,9,4,8,10,9,5,6,7,6,7,7,7,6,6,6,5,5,7,8,8,7,6,6,7,6,6,7,7,6,7,7,7,7,7,7,6,7,6,7,7,7,6,6,7,6,6,6,6,7,6,7,6,6,7,6,6,7,6,6,6,6,7,6,6,7,7,7,6,6,6,6,6,7,6,7,6,6,6,7,7,6,7,7,6,7,6,6,7
